id_transakcja,id_terapia,id_dziecko,kwota,numer_transakcji,sposob_platnosci,ocena_terapii
1530,254,185,270,xx-1530,karta,5
1531,254,186,270,xx-1531,przelew,3
1532,255,187,135,xx-1532,karta,7
1533,255,188,135,xx-1533,gotowka,8
1534,255,189,135,xx-1534,przelew,9
1535,255,190,135,xx-1535,gotowka,9
1536,255,191,135,xx-1536,gotowka,3
1537,255,192,135,xx-1537,gotowka,10
1538,256,193,120,xx-1538,przelew,7
1539,256,194,120,xx-1539,przelew,9
1540,256,195,120,xx-1540,karta,9
1541,256,196,120,xx-1541,karta,5
1542,256,197,120,xx-1542,karta,8
1543,256,198,120,xx-1543,przelew,10
1544,256,199,120,xx-1544,gotowka,6
1545,256,200,120,xx-1545,gotowka,4
1546,256,201,120,xx-1546,gotowka,5
1547,256,202,120,xx-1547,karta,9
1548,257,203,60,xx-1548,przelew,4
1549,257,204,60,xx-1549,gotowka,8
1550,257,205,60,xx-1550,karta,4
1551,257,206,60,xx-1551,karta,5
1552,257,207,60,xx-1552,karta,6
1553,257,208,60,xx-1553,karta,7
1554,258,161,225,xx-1554,karta,4
1555,259,174,60,xx-1555,gotowka,4
1556,260,177,120,xx-1556,przelew,7
1557,260,178,120,xx-1557,gotowka,6
1558,260,179,120,xx-1558,przelew,6
1559,260,180,120,xx-1559,gotowka,9
1560,260,181,120,xx-1560,karta,3
1561,260,182,120,xx-1561,karta,6
1562,260,183,120,xx-1562,gotowka,9
1563,260,185,120,xx-1563,gotowka,9
1564,260,186,120,xx-1564,przelew,7
1565,261,187,90,xx-1565,karta,4
1566,261,188,90,xx-1566,gotowka,4
1567,261,189,90,xx-1567,karta,8
1568,261,190,90,xx-1568,przelew,4
1569,261,191,90,xx-1569,przelew,10
1570,261,192,90,xx-1570,karta,8
1571,262,193,180,xx-1571,karta,7
1572,262,194,180,xx-1572,karta,3
1573,262,195,180,xx-1573,gotowka,8
1574,262,196,180,xx-1574,gotowka,4
1575,262,197,180,xx-1575,karta,9
1576,262,198,180,xx-1576,karta,5
1577,262,199,180,xx-1577,gotowka,3
1578,262,200,180,xx-1578,gotowka,6
1579,262,201,180,xx-1579,karta,3
1580,262,202,180,xx-1580,karta,5
1581,263,203,60,xx-1581,przelew,6
1582,263,204,60,xx-1582,karta,9
1583,263,205,60,xx-1583,karta,8
1584,263,206,60,xx-1584,gotowka,6
1585,263,207,60,xx-1585,karta,4
1586,263,208,60,xx-1586,przelew,4
1587,264,177,90,xx-1587,gotowka,5
1588,264,178,90,xx-1588,karta,3
1589,264,179,90,xx-1589,karta,8
1590,264,180,90,xx-1590,karta,8
1591,264,181,90,xx-1591,gotowka,9
1592,264,182,90,xx-1592,gotowka,6
1593,264,183,90,xx-1593,przelew,3
1594,264,185,90,xx-1594,gotowka,4
1595,264,186,90,xx-1595,karta,7
1596,265,187,90,xx-1596,przelew,8
1597,265,188,90,xx-1597,karta,5
1598,265,189,90,xx-1598,gotowka,4
1599,265,190,90,xx-1599,karta,5
1600,265,191,90,xx-1600,przelew,7
1601,265,192,90,xx-1601,karta,8
1602,266,193,180,xx-1602,przelew,7
1603,266,194,180,xx-1603,gotowka,4
1604,266,195,180,xx-1604,przelew,9
1605,266,196,180,xx-1605,przelew,4
1606,266,197,180,xx-1606,gotowka,7
1607,266,198,180,xx-1607,gotowka,8
1608,266,199,180,xx-1608,przelew,3
1609,266,200,180,xx-1609,karta,10
1610,266,201,180,xx-1610,gotowka,3
1611,266,202,180,xx-1611,gotowka,9
1612,267,203,240,xx-1612,przelew,9
1613,267,204,240,xx-1613,gotowka,8
1614,267,205,240,xx-1614,przelew,8
1615,267,206,240,xx-1615,przelew,3
1616,267,207,240,xx-1616,gotowka,8
1617,267,208,240,xx-1617,karta,3
1618,268,178,300,xx-1618,karta,10
1619,268,179,300,xx-1619,przelew,7
1620,268,180,300,xx-1620,gotowka,3
1621,268,181,300,xx-1621,karta,3
1622,268,182,300,xx-1622,gotowka,7
1623,268,183,300,xx-1623,karta,8
1624,268,185,300,xx-1624,karta,5
1625,269,187,120,xx-1625,przelew,3
1626,269,190,120,xx-1626,gotowka,3
1627,269,192,120,xx-1627,karta,3
1628,270,193,210,xx-1628,karta,5
1629,270,195,210,xx-1629,gotowka,9
1630,270,196,210,xx-1630,przelew,10
1631,270,197,210,xx-1631,karta,10
1632,270,198,210,xx-1632,gotowka,10
1633,270,199,210,xx-1633,przelew,9
1634,270,200,210,xx-1634,przelew,3
1635,270,201,210,xx-1635,gotowka,6
1636,270,202,210,xx-1636,gotowka,4
1637,271,203,60,xx-1637,gotowka,10
1638,271,204,60,xx-1638,gotowka,5
1639,271,205,60,xx-1639,gotowka,9
1640,271,206,60,xx-1640,gotowka,10
1641,271,207,60,xx-1641,karta,7
1642,271,208,60,xx-1642,karta,5
1643,272,209,240,xx-1643,karta,4
1644,272,210,240,xx-1644,przelew,8
1645,272,211,240,xx-1645,gotowka,4
1646,272,212,240,xx-1646,karta,10
1647,272,213,240,xx-1647,przelew,8
1648,272,214,240,xx-1648,gotowka,8
1649,272,215,240,xx-1649,przelew,7
1650,272,216,240,xx-1650,gotowka,3
1651,272,217,240,xx-1651,przelew,6
1652,272,218,240,xx-1652,gotowka,8
1653,273,219,360,xx-1653,gotowka,7
1654,273,220,360,xx-1654,przelew,5
1655,273,221,360,xx-1655,gotowka,9
1656,273,222,360,xx-1656,karta,3
1657,273,223,360,xx-1657,przelew,4
1658,273,224,360,xx-1658,karta,9
1659,274,178,450,xx-1659,przelew,10
1660,274,179,450,xx-1660,karta,6
1661,274,182,450,xx-1661,przelew,10
1662,274,183,450,xx-1662,karta,9
1663,274,185,450,xx-1663,gotowka,3
1664,275,187,120,xx-1664,karta,5
1665,275,190,120,xx-1665,przelew,10
1666,275,192,120,xx-1666,gotowka,10
1667,276,193,315,xx-1667,przelew,4
1668,276,195,315,xx-1668,gotowka,8
1669,276,196,315,xx-1669,przelew,6
1670,276,197,315,xx-1670,karta,7
1671,276,198,315,xx-1671,karta,5
1672,276,199,315,xx-1672,gotowka,5
1673,276,200,315,xx-1673,gotowka,6
1674,276,201,315,xx-1674,przelew,6
1675,276,202,315,xx-1675,gotowka,10
1676,277,203,270,xx-1676,gotowka,7
1677,277,204,270,xx-1677,karta,3
1678,277,205,270,xx-1678,gotowka,10
1679,277,206,270,xx-1679,karta,3
1680,277,207,270,xx-1680,karta,7
1681,277,208,270,xx-1681,gotowka,5
1682,278,209,150,xx-1682,karta,9
1683,278,210,150,xx-1683,przelew,8
1684,278,211,150,xx-1684,przelew,8
1685,278,212,150,xx-1685,gotowka,7
1686,278,213,150,xx-1686,karta,7
1687,278,214,150,xx-1687,gotowka,10
1688,278,215,150,xx-1688,karta,4
1689,278,216,150,xx-1689,gotowka,10
1690,278,217,150,xx-1690,przelew,10
1691,278,218,150,xx-1691,karta,10
1692,279,219,300,xx-1692,gotowka,3
1693,279,220,300,xx-1693,gotowka,4
1694,279,221,300,xx-1694,karta,6
1695,279,222,300,xx-1695,przelew,9
1696,279,223,300,xx-1696,karta,6
1697,279,224,300,xx-1697,przelew,3
1698,280,183,540,xx-1698,karta,5
1699,280,185,540,xx-1699,gotowka,6
1700,281,190,180,xx-1700,przelew,7
1701,281,192,180,xx-1701,przelew,8
1702,282,193,240,xx-1702,karta,9
1703,282,195,240,xx-1703,karta,3
1704,282,196,240,xx-1704,gotowka,9
1705,282,197,240,xx-1705,karta,8
1706,282,198,240,xx-1706,karta,10
1707,282,199,240,xx-1707,przelew,9
1708,282,200,240,xx-1708,przelew,7
1709,282,201,240,xx-1709,przelew,10
1710,282,202,240,xx-1710,gotowka,9
1711,283,203,315,xx-1711,gotowka,3
1712,283,204,315,xx-1712,karta,3
1713,283,205,315,xx-1713,gotowka,9
1714,283,206,315,xx-1714,karta,9
1715,283,207,315,xx-1715,karta,5
1716,283,208,315,xx-1716,karta,9
1717,284,209,360,xx-1717,przelew,5
1718,284,210,360,xx-1718,karta,9
1719,284,211,360,xx-1719,gotowka,6
1720,284,212,360,xx-1720,gotowka,6
1721,284,213,360,xx-1721,karta,7
1722,284,214,360,xx-1722,gotowka,5
1723,284,215,360,xx-1723,gotowka,7
1724,284,216,360,xx-1724,gotowka,10
1725,284,217,360,xx-1725,karta,3
1726,284,218,360,xx-1726,przelew,5
1727,285,219,45,xx-1727,przelew,4
1728,285,220,45,xx-1728,karta,8
1729,285,221,45,xx-1729,przelew,3
1730,285,222,45,xx-1730,karta,4
1731,285,223,45,xx-1731,karta,8
1732,285,224,45,xx-1732,karta,10
1733,286,192,180,xx-1733,karta,9
1734,287,193,120,xx-1734,gotowka,3
1735,287,195,120,xx-1735,przelew,5
1736,287,198,120,xx-1736,karta,8
1737,287,199,120,xx-1737,przelew,8
1738,287,200,120,xx-1738,przelew,4
1739,287,201,120,xx-1739,karta,4
1740,287,202,120,xx-1740,gotowka,4
1741,288,204,30,xx-1741,przelew,7
1742,288,206,30,xx-1742,gotowka,3
1743,288,207,30,xx-1743,karta,5
1744,289,209,210,xx-1744,karta,5
1745,289,210,210,xx-1745,karta,5
1746,289,211,210,xx-1746,przelew,9
1747,289,212,210,xx-1747,przelew,5
1748,289,213,210,xx-1748,karta,6
1749,289,214,210,xx-1749,karta,4
1750,289,215,210,xx-1750,przelew,9
1751,289,217,210,xx-1751,karta,3
1752,289,218,210,xx-1752,przelew,10
1753,290,219,90,xx-1753,karta,6
1754,290,220,90,xx-1754,karta,7
1755,290,221,90,xx-1755,karta,8
1756,290,222,90,xx-1756,karta,8
1757,290,223,90,xx-1757,przelew,3
1758,290,224,90,xx-1758,karta,3
1759,291,193,360,xx-1759,gotowka,6
1760,291,195,360,xx-1760,przelew,5
1761,291,198,360,xx-1761,gotowka,4
1762,291,199,360,xx-1762,karta,6
1763,291,201,360,xx-1763,przelew,8
1764,291,202,360,xx-1764,karta,4
1765,292,204,120,xx-1765,karta,5
1766,292,207,120,xx-1766,przelew,7
1767,293,210,360,xx-1767,gotowka,3
1768,293,211,360,xx-1768,karta,10
1769,293,212,360,xx-1769,gotowka,9
1770,293,213,360,xx-1770,gotowka,3
1771,293,214,360,xx-1771,karta,7
1772,293,215,360,xx-1772,przelew,9
1773,293,217,360,xx-1773,gotowka,5
1774,293,218,360,xx-1774,gotowka,10
1775,294,220,270,xx-1775,gotowka,9
1776,294,221,270,xx-1776,przelew,8
1777,294,222,270,xx-1777,gotowka,7
1778,294,223,270,xx-1778,przelew,10
1779,294,224,270,xx-1779,karta,5
1780,295,225,360,xx-1780,przelew,5
1781,295,226,360,xx-1781,karta,5
1782,295,227,360,xx-1782,przelew,6
1783,295,228,360,xx-1783,gotowka,8
1784,295,229,360,xx-1784,przelew,10
1785,295,230,360,xx-1785,karta,9
1786,295,231,360,xx-1786,karta,7
1787,295,232,360,xx-1787,gotowka,7
1788,295,233,360,xx-1788,przelew,4
1789,295,234,360,xx-1789,przelew,3
1790,296,235,60,xx-1790,przelew,10
1791,296,236,60,xx-1791,karta,5
1792,296,237,60,xx-1792,przelew,8
1793,296,238,60,xx-1793,karta,8
1794,296,239,60,xx-1794,przelew,6
1795,296,240,60,xx-1795,gotowka,8
1796,297,195,90,xx-1796,przelew,3
1797,297,198,90,xx-1797,przelew,4
1798,297,201,90,xx-1798,przelew,8
1799,297,202,90,xx-1799,przelew,5
1800,298,204,270,xx-1800,gotowka,10
1801,299,210,90,xx-1801,gotowka,5
1802,299,211,90,xx-1802,karta,5
1803,299,212,90,xx-1803,gotowka,4
1804,299,213,90,xx-1804,gotowka,10
1805,299,214,90,xx-1805,gotowka,7
1806,299,215,90,xx-1806,przelew,7
1807,299,217,90,xx-1807,karta,10
1808,299,218,90,xx-1808,karta,4
1809,300,220,90,xx-1809,przelew,5
1810,300,221,90,xx-1810,przelew,8
1811,300,222,90,xx-1811,przelew,8
1812,300,223,90,xx-1812,gotowka,5
1813,300,224,90,xx-1813,karta,4
1814,301,225,360,xx-1814,gotowka,9
1815,301,226,360,xx-1815,karta,7
1816,301,227,360,xx-1816,przelew,9
1817,301,228,360,xx-1817,karta,7
1818,301,229,360,xx-1818,gotowka,7
1819,301,230,360,xx-1819,przelew,7
1820,301,231,360,xx-1820,przelew,3
1821,301,232,360,xx-1821,gotowka,9
1822,301,233,360,xx-1822,przelew,4
1823,301,234,360,xx-1823,gotowka,9
1824,302,235,270,xx-1824,przelew,8
1825,302,236,270,xx-1825,przelew,4
1826,302,237,270,xx-1826,karta,9
1827,302,238,270,xx-1827,przelew,6
1828,302,239,270,xx-1828,gotowka,7
1829,302,240,270,xx-1829,gotowka,10
1830,303,198,630,xx-1830,przelew,9
1831,303,201,630,xx-1831,gotowka,6
1832,303,202,630,xx-1832,gotowka,3
1833,304,204,135,xx-1833,karta,5
1834,305,210,540,xx-1834,gotowka,9
1835,305,211,540,xx-1835,gotowka,5
1836,305,212,540,xx-1836,gotowka,4
1837,305,213,540,xx-1837,karta,4
1838,305,214,540,xx-1838,przelew,8
1839,305,215,540,xx-1839,gotowka,4
1840,305,217,540,xx-1840,przelew,4
1841,305,218,540,xx-1841,gotowka,7
1842,306,220,90,xx-1842,przelew,3
1843,306,221,90,xx-1843,karta,5
1844,306,222,90,xx-1844,karta,5
1845,306,223,90,xx-1845,gotowka,5
1846,306,224,90,xx-1846,przelew,8
1847,307,225,180,xx-1847,gotowka,8
1848,307,226,180,xx-1848,gotowka,10
1849,307,227,180,xx-1849,gotowka,4
1850,307,228,180,xx-1850,przelew,9
1851,307,229,180,xx-1851,przelew,4
1852,307,230,180,xx-1852,przelew,4
1853,307,231,180,xx-1853,karta,8
1854,307,232,180,xx-1854,gotowka,10
1855,307,233,180,xx-1855,gotowka,10
1856,307,234,180,xx-1856,karta,9
1857,308,235,180,xx-1857,gotowka,4
1858,308,236,180,xx-1858,gotowka,9
1859,308,237,180,xx-1859,karta,7
1860,308,238,180,xx-1860,przelew,3
1861,308,239,180,xx-1861,karta,4
1862,308,240,180,xx-1862,karta,8
1863,309,198,315,xx-1863,gotowka,3
1864,309,202,315,xx-1864,karta,8
1865,310,211,180,xx-1865,gotowka,9
1866,310,212,180,xx-1866,karta,6
1867,310,213,180,xx-1867,gotowka,10
1868,310,215,180,xx-1868,przelew,3
1869,310,217,180,xx-1869,gotowka,6
1870,310,218,180,xx-1870,karta,4
1871,311,220,120,xx-1871,karta,7
1872,311,221,120,xx-1872,karta,4
1873,311,222,120,xx-1873,karta,9
1874,311,223,120,xx-1874,karta,4
1875,311,224,120,xx-1875,gotowka,7
1876,312,225,420,xx-1876,karta,6
1877,312,226,420,xx-1877,przelew,3
1878,312,227,420,xx-1878,karta,6
1879,312,228,420,xx-1879,przelew,9
1880,312,229,420,xx-1880,karta,4
1881,312,230,420,xx-1881,przelew,5
1882,312,231,420,xx-1882,przelew,8
1883,312,232,420,xx-1883,karta,8
1884,312,233,420,xx-1884,gotowka,4
1885,312,234,420,xx-1885,przelew,9
1886,313,235,300,xx-1886,gotowka,4
1887,313,236,300,xx-1887,gotowka,10
1888,313,239,300,xx-1888,karta,9
1889,313,240,300,xx-1889,przelew,3
1890,314,198,360,xx-1890,gotowka,8
1891,315,212,90,xx-1891,przelew,4
1892,315,213,90,xx-1892,gotowka,8
1893,315,217,90,xx-1893,gotowka,6
1894,316,222,270,xx-1894,gotowka,3
1895,316,223,270,xx-1895,przelew,9
1896,317,225,540,xx-1896,gotowka,3
1897,317,226,540,xx-1897,przelew,8
1898,317,227,540,xx-1898,przelew,5
1899,317,228,540,xx-1899,gotowka,4
1900,317,229,540,xx-1900,gotowka,6
1901,317,233,540,xx-1901,gotowka,3
1902,317,234,540,xx-1902,gotowka,9
1903,318,235,360,xx-1903,karta,9
1904,318,236,360,xx-1904,gotowka,10
1905,318,239,360,xx-1905,przelew,7
1906,318,240,360,xx-1906,gotowka,4
1907,319,241,360,xx-1907,karta,7
1908,319,242,360,xx-1908,karta,8
1909,319,243,360,xx-1909,karta,10
1910,319,244,360,xx-1910,przelew,5
1911,319,245,360,xx-1911,przelew,7
1912,319,246,360,xx-1912,gotowka,9
1913,319,247,360,xx-1913,gotowka,6
1914,319,248,360,xx-1914,gotowka,7
1915,319,249,360,xx-1915,gotowka,8
1916,319,250,360,xx-1916,gotowka,5
1917,320,251,180,xx-1917,przelew,5
1918,320,252,180,xx-1918,przelew,3
1919,320,253,180,xx-1919,karta,8
1920,320,254,180,xx-1920,gotowka,8
1921,320,255,180,xx-1921,gotowka,10
1922,320,256,180,xx-1922,gotowka,6
1923,321,198,225,xx-1923,gotowka,7
1924,322,212,540,xx-1924,karta,9
1925,323,223,270,xx-1925,karta,3
1926,324,225,630,xx-1926,przelew,9
1927,324,226,630,xx-1927,karta,3
1928,324,227,630,xx-1928,karta,6
1929,324,228,630,xx-1929,przelew,3
1930,324,229,630,xx-1930,karta,9
1931,324,233,630,xx-1931,gotowka,4
1932,324,234,630,xx-1932,karta,7
1933,325,235,60,xx-1933,karta,7
1934,325,236,60,xx-1934,gotowka,3
1935,325,239,60,xx-1935,przelew,4
1936,326,241,540,xx-1936,karta,4
1937,326,242,540,xx-1937,karta,6
1938,326,243,540,xx-1938,karta,4
1939,326,244,540,xx-1939,przelew,4
1940,326,245,540,xx-1940,przelew,5
1941,326,246,540,xx-1941,przelew,9
1942,326,247,540,xx-1942,przelew,3
1943,326,248,540,xx-1943,karta,6
1944,326,249,540,xx-1944,gotowka,7
1945,326,250,540,xx-1945,karta,9
1946,327,251,420,xx-1946,przelew,10
1947,327,252,420,xx-1947,przelew,4
1948,327,253,420,xx-1948,karta,3
1949,327,254,420,xx-1949,karta,7
1950,327,255,420,xx-1950,karta,3
1951,327,256,420,xx-1951,gotowka,6
1952,328,223,150,xx-1952,gotowka,4
1953,329,225,60,xx-1953,gotowka,5
1954,329,226,60,xx-1954,gotowka,3
1955,329,227,60,xx-1955,przelew,6
1956,329,228,60,xx-1956,karta,5
1957,329,229,60,xx-1957,przelew,6
1958,329,233,60,xx-1958,gotowka,3
1959,329,234,60,xx-1959,przelew,4
1960,330,235,180,xx-1960,przelew,7
1961,330,236,180,xx-1961,przelew,5
1962,330,239,180,xx-1962,przelew,5
1963,331,241,300,xx-1963,karta,4
1964,331,242,300,xx-1964,przelew,8
1965,331,243,300,xx-1965,przelew,3
1966,331,244,300,xx-1966,przelew,8
1967,331,245,300,xx-1967,przelew,5
1968,331,246,300,xx-1968,przelew,4
1969,331,247,300,xx-1969,przelew,8
1970,331,248,300,xx-1970,gotowka,3
1971,331,249,300,xx-1971,przelew,7
1972,331,250,300,xx-1972,karta,7
1973,332,251,60,xx-1973,gotowka,9
1974,332,252,60,xx-1974,przelew,6
1975,332,253,60,xx-1975,przelew,8
1976,332,254,60,xx-1976,gotowka,10
1977,332,255,60,xx-1977,gotowka,10
1978,332,256,60,xx-1978,gotowka,3
1979,333,225,180,xx-1979,gotowka,3
1980,333,226,180,xx-1980,gotowka,8
1981,333,227,180,xx-1981,karta,9
1982,333,228,180,xx-1982,gotowka,6
1983,333,229,180,xx-1983,karta,7
1984,333,233,180,xx-1984,gotowka,5
1985,333,234,180,xx-1985,przelew,9
1986,334,235,30,xx-1986,karta,4
1987,334,236,30,xx-1987,karta,6
1988,335,241,360,xx-1988,gotowka,8
1989,335,242,360,xx-1989,gotowka,5
1990,335,243,360,xx-1990,karta,4
1991,335,244,360,xx-1991,przelew,3
1992,335,245,360,xx-1992,karta,7
1993,335,246,360,xx-1993,karta,10
1994,335,247,360,xx-1994,przelew,4
1995,335,248,360,xx-1995,gotowka,10
1996,335,249,360,xx-1996,przelew,7
1997,335,250,360,xx-1997,karta,6
1998,336,251,90,xx-1998,karta,5
1999,336,252,90,xx-1999,karta,7
2000,336,253,90,xx-2000,gotowka,4
2001,336,254,90,xx-2001,gotowka,4
2002,336,255,90,xx-2002,karta,10
2003,336,256,90,xx-2003,karta,4
2004,337,225,180,xx-2004,przelew,9
2005,337,227,180,xx-2005,karta,9
2006,337,228,180,xx-2006,przelew,3
2007,337,229,180,xx-2007,gotowka,3
2008,337,233,180,xx-2008,karta,3
2009,337,234,180,xx-2009,karta,9
2010,338,235,150,xx-2010,przelew,5
2011,338,236,150,xx-2011,karta,9
2012,339,241,180,xx-2012,przelew,9
2013,339,242,180,xx-2013,karta,5
2014,339,243,180,xx-2014,gotowka,6
2015,339,244,180,xx-2015,karta,9
2016,339,246,180,xx-2016,przelew,4
2017,339,247,180,xx-2017,przelew,4
2018,339,248,180,xx-2018,karta,10
2019,339,249,180,xx-2019,karta,8
2020,339,250,180,xx-2020,przelew,7
2021,340,251,135,xx-2021,gotowka,8
2022,340,252,135,xx-2022,przelew,5
2023,340,253,135,xx-2023,gotowka,9
2024,340,254,135,xx-2024,karta,7
2025,340,255,135,xx-2025,karta,5
2026,340,256,135,xx-2026,gotowka,8
2027,341,257,120,xx-2027,gotowka,8
2028,341,258,120,xx-2028,przelew,4
2029,341,259,120,xx-2029,przelew,3
2030,341,260,120,xx-2030,przelew,10
2031,341,261,120,xx-2031,gotowka,3
2032,341,262,120,xx-2032,karta,5
2033,341,263,120,xx-2033,karta,7
2034,341,264,120,xx-2034,przelew,10
2035,341,265,120,xx-2035,gotowka,6
2036,341,266,120,xx-2036,karta,3
2037,342,267,630,xx-2037,przelew,9
2038,342,268,630,xx-2038,przelew,3
2039,342,269,630,xx-2039,przelew,5
2040,342,270,630,xx-2040,gotowka,7
2041,342,271,630,xx-2041,karta,5
2042,342,272,630,xx-2042,gotowka,9
2043,343,225,240,xx-2043,gotowka,3
2044,343,227,240,xx-2044,przelew,8
2045,343,228,240,xx-2045,przelew,8
2046,343,229,240,xx-2046,gotowka,10
2047,343,233,240,xx-2047,gotowka,8
2048,343,234,240,xx-2048,karta,5
2049,344,235,90,xx-2049,przelew,8
2050,345,241,630,xx-2050,gotowka,10
2051,345,242,630,xx-2051,gotowka,4
2052,345,243,630,xx-2052,karta,6
2053,345,244,630,xx-2053,karta,5
2054,345,246,630,xx-2054,przelew,10
2055,345,247,630,xx-2055,karta,7
2056,345,248,630,xx-2056,karta,9
2057,345,249,630,xx-2057,karta,5
2058,345,250,630,xx-2058,gotowka,10
2059,346,251,120,xx-2059,gotowka,8
2060,346,252,120,xx-2060,gotowka,6
2061,346,253,120,xx-2061,przelew,9
2062,346,254,120,xx-2062,gotowka,7
2063,346,255,120,xx-2063,przelew,6
2064,347,257,180,xx-2064,przelew,10
2065,347,258,180,xx-2065,gotowka,5
2066,347,259,180,xx-2066,karta,5
2067,347,260,180,xx-2067,przelew,3
2068,347,261,180,xx-2068,przelew,7
2069,347,262,180,xx-2069,przelew,7
2070,347,263,180,xx-2070,przelew,7
2071,347,264,180,xx-2071,gotowka,6
2072,347,265,180,xx-2072,karta,8
2073,347,266,180,xx-2073,gotowka,8
2074,348,267,150,xx-2074,przelew,5
2075,348,268,150,xx-2075,gotowka,5
2076,348,269,150,xx-2076,gotowka,6
2077,348,270,150,xx-2077,karta,7
2078,348,271,150,xx-2078,gotowka,9
2079,348,272,150,xx-2079,przelew,3
2080,349,228,60,xx-2080,karta,10
2081,349,229,60,xx-2081,przelew,8
2082,349,234,60,xx-2082,karta,9
2083,350,235,315,xx-2083,karta,6
2084,351,241,120,xx-2084,gotowka,3
2085,351,242,120,xx-2085,przelew,7
2086,351,243,120,xx-2086,przelew,9
2087,351,244,120,xx-2087,gotowka,5
2088,351,246,120,xx-2088,karta,8
2089,351,247,120,xx-2089,karta,8
2090,351,248,120,xx-2090,karta,6
2091,351,249,120,xx-2091,karta,9
2092,351,250,120,xx-2092,przelew,6
2093,352,251,270,xx-2093,przelew,4
2094,352,252,270,xx-2094,przelew,7
2095,352,253,270,xx-2095,gotowka,8
2096,352,254,270,xx-2096,karta,9
2097,352,255,270,xx-2097,karta,6
2098,353,257,60,xx-2098,karta,10
2099,353,258,60,xx-2099,gotowka,6
2100,353,259,60,xx-2100,gotowka,10
2101,353,260,60,xx-2101,gotowka,8
2102,353,261,60,xx-2102,przelew,6
2103,353,262,60,xx-2103,przelew,8
2104,353,263,60,xx-2104,karta,8
2105,353,264,60,xx-2105,gotowka,5
2106,353,265,60,xx-2106,przelew,5
2107,353,266,60,xx-2107,gotowka,10
2108,354,267,180,xx-2108,gotowka,9
2109,354,268,180,xx-2109,gotowka,9
2110,354,269,180,xx-2110,przelew,7
2111,354,270,180,xx-2111,karta,9
2112,354,271,180,xx-2112,przelew,8
2113,354,272,180,xx-2113,karta,3
2114,355,229,630,xx-2114,gotowka,10
2115,356,235,450,xx-2115,gotowka,8
2116,357,241,210,xx-2116,przelew,9
2117,357,242,210,xx-2117,przelew,4
2118,357,243,210,xx-2118,gotowka,3
2119,357,244,210,xx-2119,przelew,6
2120,357,247,210,xx-2120,gotowka,8
2121,357,248,210,xx-2121,karta,3
2122,357,249,210,xx-2122,gotowka,7
2123,357,250,210,xx-2123,karta,7
2124,358,251,270,xx-2124,przelew,3
2125,358,252,270,xx-2125,przelew,3
2126,358,255,270,xx-2126,gotowka,6
2127,359,257,60,xx-2127,karta,8
2128,359,258,60,xx-2128,gotowka,4
2129,359,259,60,xx-2129,karta,8
2130,359,260,60,xx-2130,przelew,4
2131,359,261,60,xx-2131,karta,4
2132,359,262,60,xx-2132,gotowka,3
2133,359,264,60,xx-2133,gotowka,6
2134,359,265,60,xx-2134,karta,7
2135,359,266,60,xx-2135,karta,7
2136,360,267,180,xx-2136,gotowka,10
2137,360,268,180,xx-2137,karta,8
2138,360,269,180,xx-2138,karta,8
2139,360,270,180,xx-2139,przelew,4
2140,360,271,180,xx-2140,przelew,8
2141,361,229,60,xx-2141,przelew,6
2142,362,241,450,xx-2142,karta,6
2143,362,243,450,xx-2143,przelew,7
2144,362,247,450,xx-2144,przelew,9
2145,363,251,630,xx-2145,karta,5
2146,363,252,630,xx-2146,przelew,10
2147,363,255,630,xx-2147,karta,6
2148,364,257,180,xx-2148,przelew,5
2149,364,258,180,xx-2149,karta,10
2150,364,259,180,xx-2150,gotowka,4
2151,364,260,180,xx-2151,przelew,3
2152,364,261,180,xx-2152,karta,7
2153,364,262,180,xx-2153,przelew,3
2154,364,264,180,xx-2154,karta,9
2155,364,265,180,xx-2155,gotowka,9
2156,364,266,180,xx-2156,karta,5
2157,365,267,270,xx-2157,gotowka,6
2158,365,268,270,xx-2158,karta,3
2159,365,269,270,xx-2159,karta,5
2160,365,271,270,xx-2160,przelew,5
2161,366,273,180,xx-2161,karta,6
2162,366,274,180,xx-2162,gotowka,5
2163,366,275,180,xx-2163,gotowka,5
2164,366,276,180,xx-2164,gotowka,8
2165,366,277,180,xx-2165,gotowka,10
2166,366,278,180,xx-2166,karta,9
2167,366,279,180,xx-2167,karta,3
2168,366,280,180,xx-2168,przelew,7
2169,366,281,180,xx-2169,karta,5
2170,366,282,180,xx-2170,przelew,9
2171,367,283,270,xx-2171,gotowka,8
2172,367,284,270,xx-2172,przelew,10
2173,367,285,270,xx-2173,gotowka,4
2174,367,286,270,xx-2174,karta,6
2175,367,287,270,xx-2175,gotowka,8
2176,367,288,270,xx-2176,karta,8
2177,368,241,90,xx-2177,przelew,7
2178,368,247,90,xx-2178,gotowka,4
2179,369,251,45,xx-2179,przelew,9
2180,369,252,45,xx-2180,przelew,3
2181,370,257,60,xx-2181,karta,9
2182,370,259,60,xx-2182,karta,7
2183,370,260,60,xx-2183,karta,4
2184,370,261,60,xx-2184,gotowka,8
2185,370,262,60,xx-2185,gotowka,3
2186,370,264,60,xx-2186,karta,8
2187,370,265,60,xx-2187,przelew,3
2188,371,267,60,xx-2188,gotowka,8
2189,371,268,60,xx-2189,gotowka,7
2190,371,269,60,xx-2190,gotowka,3
2191,371,271,60,xx-2191,przelew,5
2192,372,273,180,xx-2192,przelew,9
2193,372,274,180,xx-2193,gotowka,9
